pos,آبگوشت یادم بیاید اولین جایی هست ذهنم می‌آید حتما بار امتحان کنید
pos,‌از کافه‌‌های محبوب منطقه سفارش‌‌هایم راضی بودم خصوص سالاد سبزیجات مثلش جایی نخوردم سرویس‌دهی پرسنل خوب هست خوش برخورد هستند
pos,آخر هفته دوباره بودم علیرغم شلوغ آخر شب بود پرسنل دست‌پاچگی لبخند لب کار مشتری‌ها هستند می‌انداختند
pos,آبگوشت‌‌های فوق‌العاده طعم فضای قدیم
pos,آخر هفته شب رفتیم شلوغ بود تایم کوتاهی منتظر شدیم میز خالی بشود پرسنل رفتار خوبی داشتن همبرگر مینی دارچین کاهو بابر دارچین سیب‌زمینی چدار ساندویچ کراکف آوردند بود طعم برگر‌ها واقعن عالی بود دفعه می‌روم کراکف خوب بود راضی بودیم
pos,آخ مگر داریم بهتر
pos,آبگوشت خار نیستم آبگوشت جیز دیگس خودشان تیلیت می‌کنند خودشان می‌کوبند رفتارشان هستم عالی هست دوستانه صمیمی
pos,آخر هفته خوب همسرم رفتیم موزه نیاوران گردش رستوران گردش نیست شیشه ماشینم پیتزا آرد بود گفتم بریم ببینیم چطور هست گشتن آدرس پیدایش کردیم زیاد نبود شلوغ نبود پیتزا پپرونی ساسج سفارش دادیم سالاد سیب‌زمینی سس‌‌هایشان خوشم آمد پیتزایشان کم مواد بود خوشمزه بود
pos,آخر هفته رستوان رفتیم شلوغ بود تصمیم گرفتیم برش امتحان کنیم شمارمان گرفتن گفتن اسرع وقت زنگ می‌زنیم همینطور شد برخورد پرسنل خوب بود پیزایش عالی سالاد سیب‌زمینی خوب بود ممنون کادر فعال مودبتان غذای خوبتان ضمنا روبروی خیابون دست خیابون اصلی پارک کردیم پارک مناسب نصیبمان شد
pos,آخر هفته گردش رفتیم پیتزا آرد اقدسیه منوی ساده‌ای دارد پیتزا ساندویچ کیفیت خوبی دارد ساندویچ استیک پیتزای پپرونی سفارش دادم سیب‌زمینی مخصوص بوی پیاز می‌دهد دوست نداشتم همسرم تنهایی خورد منم سالاد چیکن تنهایی خوردم ندادم خوشمزه بود سس خردل استیک طعم جالبی داشت پیتزایش ساده بود اونی نظر بیاید خوشمزه بود
pos,آخرین بار سال بار رفتارم نظرم جذاب آمد دوباره می‌روم زادی برخورد کارکن‌ها هستند عالی بود مقدار گران هست طعم غذا‌‌ها تزیین غذا خوب بود
pos,آخر وقت رسیدیم غذا‌ها شده بود خورشت خلال لقمه جوجه مدیترانه جوجه مازندرانی گرفتیم خوب بودن
pos,آخر کار مجموع هزینه‌‌ها سوربرایز می‌شوی
pos,آدرس رستوران می‌داند بوبرنگ آدرس جمع‌شده درحال حاضر رستوران دیگه‌ای مکان بازشده
pos,آخرین بار کباب ترش خوردیم کیوسکی جالب بود غذای سنتی کیفیت خوبی دارد غذا‌های فرنگی محیط جالبی دارد بتوانید پنجره بگیرید فضای خوبی دارد موسیقی زنده دارد
pos,آدمی کافه زیاد می‌روم کافه‌‌ها دلم نمی‌نشیند کافه دوست دارم فضای تراس باری لبه تراس دارند خوردن قهوه سیگار کشیدن عالی هست لحاظ کیفیت غذا نوشیدنی‌ها بخواهم بگویم خوب هست ایتم‌هایی تست کردم دوست داشتم ضعفی داشتن نبود قهوه دمی بود برخورد پرسنل گرم صمیمی بود
pos,آخرین روزهای سال همکار‌ها هستند رفتم رستوران علت تنوع انتخاب افراد زیاد بود درگیر تعارفات معمول شدیم کس متوسط دو غذا انتخاب ویکی انتخاب همکار امتحان کرد خوب رضایت بود ته چین داشتم خاص بود کمی شیشلیک همکارم سرو کردم عالی بود
pos,آخرین بار سه رفتم کباب لقمه خوردم خوب بود شلوغ بود سرویس‌دهی اکی بود قیمت‌ها بالا است می‌ارزد
pos,آذری مرگ تجربه کنید شک نکنید پشیمان نمی‌شوید
pos,آرامش دارد غذا‌هایش سالادش عالی هست قیمتش هستم خوب هست
